x_mean,y_mean,z_mean,x_sd,y_sd,z_sd,label,activity
-5.02941374,-7.561758319999999,-1.1543596966666667,0.7760373078061814,0.8411338691602114,1.8599141126112952,2,walk
-5.831655373333333,-8.803588886666667,-0.5545140686666667,1.3133231627511257,2.3177083655107062,1.22446729362556,2,walk
-4.281122953333334,-8.851634113333334,0.5736682339999999,0.5389318550364721,1.300573961246913,2.328912127086264,2,walk
-4.776897466666666,-9.642702199999999,0.2201136619733332,0.8060820832839735,1.6818912596740698,0.7743859674238325,2,walk
-4.5652436199999995,-7.842686606666667,0.6250653266666665,0.775649775895181,0.9330170131792176,2.0008111203515653,2,walk
-5.666610006666668,-7.555373666666666,-2.221088946666667,0.7666768011897966,1.0042837455394944,0.34701376254811955,2,walk
-4.63212362,-9.221309920000001,-0.02426198266666669,0.7648829702521166,1.5260553238410548,1.7777375377735332,2,walk
-4.765883773333333,-8.552189986666667,-0.09082282893333332,0.44703737150774653,0.5932029632978255,0.7756249144087005,2,walk
-5.69454322,-8.727929900000001,-1.00623389,1.0196745880663038,1.9721842854736167,1.0340604460434288,2,walk
-4.099317706666667,-8.046678773333333,-0.39936506000000005,1.007404933737419,0.7302016846549828,1.3342754194709094,2,walk
-5.720241706666667,-8.896646206666667,-0.9112609948000002,1.1562062447266084,2.1136121425218857,1.581047437938816,2,walk
-4.832763973333333,-8.198316186666665,0.9163687723999999,0.5700427256232938,0.6400381719108699,0.9723419348734778,2,walk
-5.228457673333333,-8.718033233333333,-0.698170528,0.5872645684591402,2.2854828704460157,1.8268895050108727,2,walk
-4.342735673333333,-8.217789680000003,-0.8135745879999999,0.6286857285421804,0.6179764284756548,0.8860181327014652,2,walk
-5.33667886,-8.887548066666666,-0.6854010493333337,0.7926963058719402,1.9115530458636343,1.4408302050627222,2,walk
-4.378809366666667,-8.3402169,0.44278121566666667,0.6768795362579462,0.5579670697989969,1.2645085475267035,2,walk
-5.1529583133333325,-8.97214584,-0.2670414457333333,0.5799642065696127,2.2939251269874545,1.5474054970417197,2,walk
-4.077290393333333,-8.570067213333335,-0.5698374187333333,0.6065428603764529,0.6671751525648786,1.4427283344865096,2,walk
-4.579449633333334,-9.070949406666665,0.15498938946666665,0.8852804323010965,1.4225146425635125,1.0341966634228092,2,walk
-3.3127186333333327,-9.072386100000001,1.7634632199999998,0.6967238516513108,0.2634234936409569,0.4673542166455809,2,walk
-4.96684326,-8.969591933333334,1.6059199353333333,0.5935690391142692,1.0836208846770705,1.2421943969370917,2,walk
-4.61249058,-8.859295706666666,1.2233148175999997,0.6063682843174201,0.787943124259326,1.0711611618024452,2,walk
-3.85957098,-8.901275233333335,-0.6439003114666666,0.9544040250320583,1.1692730338011446,1.076732339794177,2,walk
-5.137155973333334,-8.42337802,0.11620213066666668,0.845745049675842,1.4273423899212785,1.0123960461455437,2,walk
-5.415689926666667,-8.400073666666668,0.38563786166666675,0.39935359298787426,0.562460011413087,0.8235034815493377,2,walk
-4.898367046666666,-8.716118066666667,-0.3521180033333334,1.1014675131519018,1.8356859714709493,1.069420774105745,2,walk
-4.294850153333333,-8.080677566666667,-0.6857202813333334,0.7892043711402633,0.6725483536092257,1.1763520726565906,2,walk
-5.558388793333333,-9.023063993333333,-0.5628141953333334,0.7495521251764558,1.786462663884949,1.0157775422296333,2,walk
-4.665962753333333,-8.098554720000001,0.6619371593333334,0.5341680125034922,0.7196429133733762,1.170024346726992,2,walk
-4.95231804,-9.010773453333332,-0.05267404399999999,0.6150869359335777,1.7775544330041702,1.2459467092879335,2,walk
-4.194130966666667,-8.195283466666668,-1.118764809333333,0.5581628464879334,0.7597049384465014,0.920750646478484,2,walk
-5.60787048,-8.90877734,-0.5695181586666667,1.0471294659306813,1.8424386475869354,1.3696623877054117,2,walk
-4.45287236,-8.281956273333332,0.4019189535333334,0.7710633551905699,0.6584639147109822,1.3955312650869618,2,walk
-4.571628386666666,-9.253233633333334,0.19856519199999997,0.8474524495057338,1.846206423368388,1.0847836939752098,2,walk
-4.268832373333334,-8.274294626666666,-1.4212415497333337,1.0139171684628399,0.7544261180919849,1.1814290962100866,2,walk
-4.844256393333334,-9.097446113333332,0.10838084866666664,0.8226377681939249,1.3158117053886529,1.0736841874094425,2,walk
-4.7489642866666655,-8.728248933333333,0.08204381173333337,0.37929849063418325,0.31023034316742976,1.3692574225006384,2,walk
-5.563017773333333,-8.487384899999999,0.5131728944,0.9703198926042743,0.3758727000986317,0.4143554827432209,2,walk
-4.889907213333332,-8.239018886666667,-0.6846029749999999,1.0051712746838295,0.8082761750137787,0.38629366697115547,2,walk
-5.141785006666666,-7.738615433333334,-1.3182877246666667,1.2708583481756173,0.4002389727325958,0.33222027253344727,2,walk
-5.413136193333331,-8.725056573333335,-1.0656119066666665,0.3523233810812174,1.545715731043328,1.1798467686791656,2,walk
-4.164601546666666,-8.689302199999998,0.3893090906666668,0.5625022320524591,0.38222699398449295,0.9329857714969437,2,walk
-5.3028398600000015,-8.875736193333331,-0.1278542731866667,0.7007072618911242,1.9414794173300405,0.8806737385145065,2,walk
-4.637071819999999,-7.933190193333332,-0.8850835813333334,0.7013283845627677,0.762295163551393,1.0500918602225164,2,walk
-5.3053938,-9.202794366666666,-0.7184420593333332,0.4998466122101689,1.8389191320760225,0.6713755948186583,2,walk
-4.627494733333334,-8.142609433333334,0.10279421773333323,0.5847301640596779,1.0050234554398194,2.0016306102900803,2,walk
-5.15295826,-9.389388126666665,-0.16775885733333334,0.7909338397816722,1.1764426941241783,0.8986510107202701,2,walk
-4.208815846666667,-7.67588538,-1.275031154466667,0.7373088390499051,0.878330387775193,1.0451280417442652,2,walk
-5.596856706666667,-9.440944946666665,-0.49784954800000014,0.6831525972287792,1.610565951440543,1.0089128003043375,2,walk
-4.408338786666666,-7.9541001,-0.23431970320000003,0.9993493426968897,1.0853114319148616,1.888957697403147,2,walk
-5.32949606,-8.78682882,-0.037031447,0.878216597664848,0.894017765712852,0.40120855337588957,2,walk
-5.187754986666667,-8.17820436,0.19840557799999997,1.214830499547697,2.0421812226155684,1.2748845704308187,2,walk
-4.5337988000000005,-8.415237513333333,0.1345582446666667,0.7792660827153823,0.8828469075547073,0.6698966527577174,2,walk
